Person_ID,ProjectEnrollment_ID,Client_Age_at_Entry,LastPermanentZip,ProjectEnrollmentDate,Destination,Start_Date,Exit_Date,Project_Name,HousingStatus_atProjectStart,LivingSituationBeforeProgram,ProjectStayHousehold_ID
194251,170790,55,22152,7/18/12,"Rental by client, no ongoing housing subsidy (HUD)",3/15/12,7/16/12,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),"Staying or living in a family member's room, apartment or house (HUD)",170790
194359,451772,46,93901,4/8/15,,4/7/15,,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),451772
194383,149179,19,93940,7/19/13,"Staying or living with family, permanent tenure (HUD)",1/17/12,8/22/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),149179
194592,168351,53,91103,9/5/13,"Rental by client, with VASH subsidy (HUD)",2/16/12,8/31/13,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),"Staying or living in a friend's room, apartment or house (HUD)",168351
194743,170890,15,93955,6/5/12,"Rental by client, with other ongoing housing subsidy (HUD)",9/1/11,4/16/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",170888
194887,187778,0,,12/4/12,"Rental by client, no ongoing housing subsidy (HUD)",1/1/12,3/2/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Other (HUD),136059
195030,174472,47,93906,5/23/14,"Owned by client, no ongoing housing subsidy (HUD)",3/21/12,4/29/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",174472
195031,174473,7,93906,5/23/14,"Owned by client, no ongoing housing subsidy (HUD)",3/21/12,4/29/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)",174472
195094,149908,42,93940,8/31/12,"Rental by client, with other ongoing housing subsidy (HUD)",1/27/12,8/31/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",149908
195208,376624,24,93940,6/24/15,"Rental by client, no ongoing housing subsidy (HUD)",5/28/14,4/20/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)",376623
195209,376625,2,93940,6/24/15,"Rental by client, no ongoing housing subsidy (HUD)",5/28/14,4/20/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)",376623
195282,150184,43,93906,8/9/12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",2/1/12,3/21/12,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Stably housed (HUD),Place not meant for habitation (HUD),150184
195402,406934,46,93933,5/14/15,"Staying or living with family, permanent tenure (HUD)",12/19/14,5/14/15,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",406934
195542,150557,18,93940,10/10/12,"Staying or living with family, permanent tenure (HUD)",2/7/12,9/30/12,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",150557
195750,156025,27,93933,11/16/13,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,11/6/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",156025
195751,156026,9,93933,11/16/13,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,11/6/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",156025
195753,156027,7,93933,11/16/13,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,11/6/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",156025
195754,156028,1,93933,11/16/13,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,11/6/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",156025
195911,156017,26,95062,2/4/13,"Rental by client, with VASH subsidy (HUD)",3/8/12,1/11/13,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),Client doesn't know (HUD),156017
196126,154599,42,93581,8/28/12,"Rental by client, with VASH subsidy (HUD)",3/15/12,9/1/12,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",154599
196297,385252,53,93901,4/6/15,"Rental by client, with VASH subsidy (HUD)",9/16/14,4/6/15,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",385252
196535,209096,60,98306,4/15/13,"Rental by client, with VASH subsidy (HUD)",4/26/12,4/4/13,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),Substance abuse treatment facility or detox center (HUD),209096
196614,153910,28,93933,11/14/13,"Rental by client, with other ongoing housing subsidy (HUD)",3/5/12,6/7/12,MOSBE Interim - MCHOME - Lexington(2871),At-risk of homelessness (HUD),"Staying or living in a family member's room, apartment or house (HUD)",153910
196614,180669,28,93933,6/10/15,No exit interview completed (HUD),6/7/12,5/7/14,MOSBE Interim - Sunflower Gardens - THU(2859),Stably housed (HUD),"Rental by client, with other ongoing housing subsidy (HUD)",180669
196777,152371,22,93940,7/11/12,Substance abuse treatment facility or detox center (HUD),2/23/12,7/11/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),152371
196777,234859,24,93940,10/27/14,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",10/30/13,6/6/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),234859
196823,152403,43,93908,3/18/13,Permanent housing for formerly homeless persons (HUD),2/27/12,3/8/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",152403
196823,447265,46,93901,3/27/15,,3/27/15,,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",447265
197102,173593,46,93925,12/6/13,"Staying or living with friends, permanent tenure (HUD)",6/26/12,1/11/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",173593
197359,431989,45,93901,10/5/15,Place not meant for habitation (HUD),9/1/13,7/1/14,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),431989
197401,219234,20,93955,7/29/13,"Rental by client, no ongoing housing subsidy (HUD)",2/28/12,4/15/13,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),Other (HUD),219234
197629,441139,51,93906,3/16/15,,3/16/15,,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),441139
197786,170446,59,95251,7/31/12,"Rental by client, with VASH subsidy (HUD)",4/4/12,7/31/12,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),Psychiatric hospital or other psychiatric facility (HUD),170446
197794,198239,54,93905,7/16/14,"Staying or living with family, permanent tenure (HUD)",1/24/13,7/16/14,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",198239
197823,208878,24,93950,11/16/13,"Rental by client, no ongoing housing subsidy (HUD)",3/29/13,6/4/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",208878
197826,173596,24,93905,4/15/14,"Rental by client, no ongoing housing subsidy (HUD)",6/13/12,11/15/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",173596
197827,173597,2,93905,4/15/14,"Rental by client, no ongoing housing subsidy (HUD)",6/13/12,11/15/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",173596
198090,173594,12,93925,12/6/13,"Staying or living with friends, permanent tenure (HUD)",6/26/12,1/11/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",173593
198186,206410,30,93906,12/12/13,"Rental by client, no ongoing housing subsidy (HUD)",12/14/12,12/10/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),206410
198317,171077,48,58601,10/23/13,"Rental by client, with VASH subsidy (HUD)",4/12/12,10/22/13,MOSBE Veterans Transition Center GPD(2862),Client doesn't know (HUD),Psychiatric hospital or other psychiatric facility (HUD),171077
199212,225966,41,93940,11/3/14,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",9/30/13,9/30/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Other (HUD),225966
199229,206409,54,45373,7/31/13,"Rental by client, with VASH subsidy (HUD)",5/11/12,7/31/13,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),Transitional housing for homeless persons (including homeless youth) (HUD),206409
199347,155635,24,93955,4/10/13,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",4/2/12,1/18/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",155635
199356,155659,27,93907,8/2/13,Transitional housing for homeless persons (including homeless youth) (HUD),4/5/12,7/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",155659
199362,155661,8,93907,8/2/13,Transitional housing for homeless persons (including homeless youth) (HUD),4/5/12,7/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",155659
199364,155662,4,93907,8/2/13,Transitional housing for homeless persons (including homeless youth) (HUD),4/5/12,7/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",155659
199365,155660,2,93907,8/2/13,Transitional housing for homeless persons (including homeless youth) (HUD),4/5/12,7/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",155659
199447,155782,31,93933,8/9/12,Substance abuse treatment facility or detox center (HUD),4/4/12,7/31/12,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),155782
199505,170862,24,93955,3/13/13,"Staying or living with family, permanent tenure (HUD)",5/25/12,3/13/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",170862
199506,170863,0,93955,3/13/13,"Staying or living with family, permanent tenure (HUD)",5/25/12,3/13/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",170862
199507,170864,2,93955,3/13/13,"Staying or living with family, permanent tenure (HUD)",5/25/12,3/13/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",170862
199538,210306,52,93703,6/25/15,"Rental by client, no ongoing housing subsidy (HUD)",6/22/12,6/18/14,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),Substance abuse treatment facility or detox center (HUD),210306
200018,206610,60,95210,4/11/13,Other (HUD),2/25/13,4/9/13,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),Substance abuse treatment facility or detox center (HUD),206610
200101,421265,26,93906,10/8/15,"Staying or living with family, permanent tenure (HUD)",10/22/14,7/23/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",421264
200229,399559,23,93901,12/17/14,"Rental by client, no ongoing housing subsidy (HUD)",6/25/12,4/14/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",172961
200230,307447,2,93955,12/17/14,"Rental by client, no ongoing housing subsidy (HUD)",6/25/12,4/14/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",172961
200237,156911,37,93940,7/19/13,"Staying or living with family, permanent tenure (HUD)",4/23/12,9/27/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),156911
200328,181563,25,93955,3/23/15,"Rental by client, no ongoing housing subsidy (HUD)",9/24/12,9/19/14,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",181563
200339,181565,7,93955,3/23/15,"Rental by client, no ongoing housing subsidy (HUD)",9/24/12,9/19/14,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",181563
200363,181564,4,93955,3/23/15,"Rental by client, no ongoing housing subsidy (HUD)",9/24/12,9/19/14,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",181563
200633,170859,24,93955,1/28/13,"Staying or living with friends, permanent tenure (HUD)",4/13/12,1/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",170859
217747,206620,54,95324,8/29/13,"Rental by client, with VASH subsidy (HUD)",7/20/12,8/23/13,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),Psychiatric hospital or other psychiatric facility (HUD),206620
217937,478829,53,95661,8/31/15,,8/28/15,,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),478829
218315,210123,46,95066,11/13/13,Substance abuse treatment facility or detox center (HUD),5/8/12,5/31/13,MOSBE Interim - MCHOME - Lexington(2871),At-risk of homelessness (HUD),"Staying or living in a family member's room, apartment or house (HUD)",210123
218315,303716,48,93940,3/21/14,,3/19/14,,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),303716
218356,183724,53,93955,6/8/15,"Rental by client, no ongoing housing subsidy (HUD)",10/17/12,2/20/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),183724
218639,197710,39,93955,3/10/14,"Staying or living with friends, permanent tenure (HUD)",1/22/13,1/16/14,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),197710
218726,169421,23,93901,2/11/13,"Rental by client, with other ongoing housing subsidy (HUD)",5/7/12,2/11/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Other (HUD),169421
218727,169422,26,93905,2/11/13,"Rental by client, with other ongoing housing subsidy (HUD)",5/7/12,2/11/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",169421
218728,169423,0,93905,2/11/13,"Rental by client, with other ongoing housing subsidy (HUD)",5/7/12,2/11/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",169421
218729,170861,3,93955,1/28/13,"Staying or living with friends, permanent tenure (HUD)",4/13/12,1/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",170859
218730,170860,5,93955,1/28/13,"Staying or living with friends, permanent tenure (HUD)",4/13/12,1/9/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",170859
219588,170889,11,93955,6/5/12,"Rental by client, with other ongoing housing subsidy (HUD)",4/6/11,4/16/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",170888
219602,170908,25,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",5/1/12,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",170908
219611,170910,4,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",5/1/12,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",170908
219613,170909,0,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",5/1/12,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",170908
219621,170913,23,93446,11/4/13,"Staying or living with family, permanent tenure (HUD)",4/19/12,9/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",170913
219628,170914,0,93446,11/4/13,"Staying or living with family, permanent tenure (HUD)",4/19/12,9/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",170913
219634,170931,37,93960,6/9/14,"Staying or living with family, permanent tenure (HUD)",4/3/12,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",170931
219640,170932,0,93960,6/9/14,"Staying or living with family, permanent tenure (HUD)",4/3/12,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",170931
219738,171069,18,93906,9/11/14,"Rental by client, no ongoing housing subsidy (HUD)",6/6/12,8/26/14,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171069
219825,220680,34,93906,6/25/15,"Rental by client, no ongoing housing subsidy (HUD)",11/9/11,1/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",220680
219828,220681,1,,6/25/15,"Rental by client, no ongoing housing subsidy (HUD)",11/9/11,1/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",220680
219829,227031,8,,1/28/14,"Rental by client, no ongoing housing subsidy (HUD)",6/1/12,1/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",206666
219846,171164,23,93906,6/11/12,"Rental by client, no ongoing housing subsidy (HUD)",12/1/11,6/1/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171164
219848,171165,0,,6/11/12,"Rental by client, no ongoing housing subsidy (HUD)",12/1/11,6/1/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171164
219854,171177,23,95023,3/27/13,"Staying or living with family, permanent tenure (HUD)",11/3/11,6/15/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171177
219856,171178,4,,3/27/13,"Staying or living with family, permanent tenure (HUD)",11/3/11,6/15/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Foster care home or foster care group home (HUD),171177
219886,171267,26,95019,3/27/13,"Staying or living with family, permanent tenure (HUD)",9/20/11,5/4/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171267
219893,171268,3,95019,3/27/13,"Staying or living with family, permanent tenure (HUD)",9/20/11,5/4/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171267
219897,171269,32,93940,1/22/13,"Rental by client, no ongoing housing subsidy (HUD)",11/22/11,9/18/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171269
219898,171270,4,93940,1/22/13,"Rental by client, no ongoing housing subsidy (HUD)",11/22/11,9/18/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171269
219916,171282,6,95060,3/13/13,"Staying or living with family, permanent tenure (HUD)",9/21/11,1/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171279
219918,171280,14,95060,3/13/13,"Staying or living with family, permanent tenure (HUD)",9/21/11,1/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171279
219919,171281,9,95060,3/13/13,"Staying or living with family, permanent tenure (HUD)",9/21/11,1/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171279
219929,171284,10,93933,6/25/15,"Rental by client, with other ongoing housing subsidy (HUD)",9/21/11,7/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171283
219931,171285,43,93906,1/22/13,"Rental by client, no ongoing housing subsidy (HUD)",10/13/11,11/10/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171285
219933,171286,13,93906,1/22/13,"Rental by client, no ongoing housing subsidy (HUD)",10/13/11,11/10/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171285
219934,171287,25,93933,3/27/13,"Staying or living with family, permanent tenure (HUD)",8/25/11,2/13/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171287
219936,171288,2,93933,3/27/13,"Staying or living with family, permanent tenure (HUD)",8/25/11,2/13/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171287
219937,171290,29,93906,3/27/13,"Staying or living with family, permanent tenure (HUD)",1/5/12,6/8/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171290
219943,171291,10,93906,3/27/13,"Staying or living with family, permanent tenure (HUD)",1/5/12,6/8/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171290
219945,171292,4,93906,3/27/13,"Staying or living with family, permanent tenure (HUD)",1/5/12,6/8/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171290
219947,171293,2,93906,3/27/13,"Staying or living with family, permanent tenure (HUD)",1/5/12,6/8/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171290
219958,171305,39,93950,11/4/13,"Staying or living with family, permanent tenure (HUD)",3/13/12,7/31/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171305
219960,171306,9,93950,11/4/13,"Staying or living with family, permanent tenure (HUD)",3/13/12,7/31/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171305
219968,171314,23,93906,3/13/13,"Rental by client, no ongoing housing subsidy (HUD)",5/24/11,3/9/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171314
219972,171315,2,93906,3/13/13,"Rental by client, no ongoing housing subsidy (HUD)",5/24/11,3/9/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171314
219974,171919,52,93955,10/29/13,"Rental by client, with other ongoing housing subsidy (HUD)",9/1/11,9/9/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),171919
219978,171921,6,93955,10/29/13,"Rental by client, with other ongoing housing subsidy (HUD)",9/1/11,9/9/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),171919
219979,171920,5,93955,10/29/13,"Rental by client, with other ongoing housing subsidy (HUD)",9/1/11,9/9/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),171919
220089,171670,0,93921,11/4/13,"Rental by client, no ongoing housing subsidy (HUD)",5/8/12,9/9/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171669
220092,171674,24,93940,7/12/13,"Rental by client, no ongoing housing subsidy (HUD)",12/15/11,7/11/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),171674
220093,171675,0,93940,7/12/13,"Rental by client, no ongoing housing subsidy (HUD)",12/15/11,7/11/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),171674
220097,171678,23,95012,1/29/13,"Staying or living with friends, permanent tenure (HUD)",5/15/12,12/24/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171678
